name,bytes,sha256
00001-haushalt.pdf,350007,35fc68ea87127938c006174cde279deea24d0878b477dbba906b50f225cdc008
00002-haushalt.pdf,347189,a0c6285477faa9ca3b7f0688d0920012046e37a638288555b3555b641b530707
00003-beschluss.pdf,342975,54bd550b4dd9a5b9788da07b23e14a736385bea21fbb6b8caef5a4c78536a551
00004-gutachten.pdf,351171,b2c85caa3a3ca04a06e69d59617469b41676b5740cd8287fb4f5c243a0d16983
00005-uebersicht.pdf,351202,f01a2fe7ffd076d34e5bdc6e0e7e8e7743ddf3dcb3f3bdbeeda6bb53c4f7b1d5
00006-zuwendung.pdf,350937,0bd9d7bd6a46d88ad91555bf9ca3f17b47b2c2be9ea7c5aabfcedea6e2f12fc8
00007-mitteilung.pdf,343803,bca7df72889884759a18de3322131574592b3bf9abf7374c5bac86d709e233c9
00008-zuwendung.pdf,344155,55b39fcfd736e1da9a00e9ae4fbfdfa5494ab232701bc851012c7f2e089a5ba2
00009-protokoll.pdf,350973,6a29b901c9b607fd5cfef3dbb1a30e38523cf49c4e09db5dd38dba71c5ea6e98
00010-haushalt.pdf,356871,3eddb620e0a7f80e8d5852b2a7fe5ea6805bf418df5abd48de98d308c1c477ea
00011-kostenaufstellung.pdf,355543,844dbe04452e63b9b2da4240749ffa270ff3fa3e656a613277c51fee48a70383
00012-bescheid.pdf,348719,2cadf76b85702ecaf4af815c9fdc5d142140c6b1c6b889305da1bb51d5d9a31a
00013-uebersicht.pdf,349807,cb1b3959f405b70555d308ff8c385e03db1d22ffe387afc979fcde7b57c7f76e
00014-widerspruch.pdf,351204,eeb5780810168b078763552741e065af3e2ec9eaf53804a84dbf70d40fc91802
00015-schriftwechsel.pdf,357397,8803b4bca246982e4a9d815f11eca768772615ccb24c521f0aa80007c6e33dfb
00016-gutachten.pdf,350464,1b9a5db014c89185f44d0e2fafb6bd8e205f912707fddfacb62aec224f9fad94
00017-bescheid.pdf,349305,dd76a36fcc1a25d07a8ef494f4d90110c1b0a64b702ec5e53340eb05353e62ff
00018-protokoll.pdf,347913,e20e70d455a637f416ab023b847895d3182753af71f9931798a990932ec8517e
00019-beschluss.pdf,345756,718faf4abb675b191bf7e65fa0175e0afb10965103097bd9935234745af20181
00020-rechnung.pdf,351711,0f822c11e16405eee72e9373cc1757e05ea153ad0e96b7685037b2ad925dde31
00021-beschluss.pdf,348595,f8ffabddced21c4216ea48a0c37f5ceda01b9b07ae9ad593cb833e0a931024a9
00022-beschluss.pdf,344710,b1e01d88c682c7913ed23fa852dabe348ade0ea1d5973c0e45454d93f3d4f1f2
00023-ausschreibung.pdf,349506,34ab73016825972fa4a4a0a234dfb27b94525dada7b0e24e3d32476129425950
00024-vertrag.pdf,351827,16dd0d2412c473e62bbc79c7a460fa789452db879571d86d5fbafc73d46dbbf5
00025-kostenaufstellung.pdf,348463,97b91df0edfd4460d9b4d14318264d3438b4187cb2710aed3dfc0b24f7f847b2
00026-kostenaufstellung.pdf,351762,85f2fc74d628fabbfc9b1d92a95a4fc5d8ee916a5f5f63b0358070e3c33e950a
00027-gutachten.pdf,354443,2fe644af7f78ceef91cda6df71975e86c149fac7d75b01d3cc4c45399a99f47f
00028-ausschreibung.pdf,348763,041f3117c4b1b40ec4bce9db0b7218822a3a92d189682621de9290e4962db1b1
00029-aktenvermerk.pdf,352485,1549bf2398d18b9a38f23d00645c3c4931312f30c23e157b87b879d4280da781
00030-ausschreibung.pdf,348712,eeb849ed83832a67f2f309750aaef963ec6d9b0cba610a9d078a2d3e29644705
00031-ausschreibung.pdf,354019,706a8efbd4408a4a96e36798f40efd6a5013ce28526cd40655c8b64989181e04
00032-antrag.pdf,342217,07f2357bf87506a7ef94097a60537285096548d96774af61b36ab46d75d495e9
00033-aktenvermerk.pdf,348639,094c0f863916e95d4bc9ab50281746534f8d3c5009fba420bf5bd42c0de6e736
00034-ausschreibung.pdf,350333,0a23382eb14ac7536733b83022392d5164104da32a923f2d344a95e1a63227f3
00035-vergabe.pdf,348391,779cfaacb6efddd7fd498cbdfcbf57457e1f2e31bb98d0c0f2e4812e1a9e1b0a
00036-uebersicht.pdf,352246,c7128b5a69ad6aabc07e8f2123364872013d3228ec5ee3794a911ffa9e4fa410
00037-widerspruch.pdf,355046,bd6bf30254a16a6474235c8d99623dcd692eb68d51c1287fa650c19211262005
00038-ausschreibung.pdf,350011,8ec65c3d5da4d07cac1b31b4acb4c1e681b6fa8ed383bec99d19547ceac64be6
00039-antrag.pdf,350598,772b03cf3445f85c162c0ff686466770f44a5e404b5931e9bc2a7a4cb2e65a39
00040-vergabe.pdf,347665,68740691ae980f97b49dc900b3e210a53088336bed448fbb794530f0982daab4
00041-satzung.pdf,343525,1bdb7ccca8126b063ae49f5b7d5e4b116bac7d8110c60712702fef13f4953743
00042-vorlage.pdf,345114,5a639860393845c295f311865d2d9c279a19203d1f440328de431cfbcfb52363
00043-haushalt.pdf,341661,074b4af717757da19434d2525f468cb36e89a5a15e95e934bf1a7f095cd590a8
00044-stellungnahme.pdf,345451,46cccdc2d84ca5a536b63d6c2327b0ead2a7254ee92ae5297d753d1543de25f1
00045-vertrag.pdf,349607,1a2fc25f7bca496052dff30d4d7624b0275d3b611cbb91aa3be8ba24cdd64430
00046-mitteilung.pdf,354970,79c898f939050f4896944e6735edfcfdedc8451205aa44e1615d4d7b101123fb
00047-widerspruch.pdf,351310,3ad6ab106d76b415ff2cd2bcf36f5c9111cf6c7fe2be6ebd63caffefa5eb3bd9
00048-haushalt.pdf,353516,564817b340d046b3c97f155fa7b3a5aa3c47aaa979b474256982bdb178071391
00049-niederschrift.pdf,348660,1dcb77b7e61c303e4803bd2c7402bb32f2b7f89650bd7366db776eb1d82ebc74
00050-zuwendung.pdf,344863,b94a992311286cc7d0243834bd51f009c20b6a11177611d91d0489b7e502c918
00051-beschluss.pdf,359685,9fbfd6f2646de6829e10fc6d212fab3c6b72c0cbf71e34e1b2195169d17328b1
00052-gutachten.pdf,357716,dca7b9546d1023d501640fe37e443c85dcfe8c97667f5599f39dd3123f3cc535
00053-anlage.pdf,349327,dc292c64805ffb6c10efa41cc0cc001229453e46555ce9862e050563ec74f11f
00054-bescheid.pdf,351286,edea9c6207704a79f33948cdf613452864f5adbeb0255c4834db8228f450cd64
00055-schriftwechsel.pdf,355920,5ff5158b4acd65cef5da2ce1d66cf5b19d43d5cba68b371df7fe78ce5795f1cc
00056-protokoll.pdf,355213,5ad00fd4477a1fb2eb9cbed6576c694007f1c56c04d48165dd8900b9933da289
00057-rechnung.pdf,354412,0b0fc205b93b7c450c45f5558b7d56d08e4580fd3bdb851e4e40ce449a093bd4
00058-bericht.pdf,344779,e0d4e6c6717a73c2e87f9e977c61176b58eb70e425628b32d44f3d19e36ec202
00059-anlage.pdf,349650,a3c4f4763b9052cde724b037f46bde947825fb3f1835940502eb034cb3041aa5
00060-aktenvermerk.pdf,352802,99c6486e29e2f27974e2f70bfc0f3fae92e2803f1d96bbafd6d4b6208a4f0ff5
00061-mitteilung.pdf,351979,1ee3947cc40bd70af6d81465354c75eedd176ce8d22cb49a8eb83e0e79974e52
00062-vorlage.pdf,342772,0a08de1f1344e0bcac365e1cd112343b8ae0c76e78e24220265257491eaa2c25
00063-vermerk.pdf,349452,46434e3f7983cf5c5dbc332565e621b4b1dd5d19103b793c3b61abbb9e3e7b2b
00064-rechnung.pdf,349475,dbc159589f88ef920be15e15335d349cbaa10f1886014f1b98aa41aa217940d3
00065-niederschrift.pdf,353761,4f89ba94eb82b5a0463fb2368d911d88dd67f23b7cc1aa2ada0fea35fb661d07
00066-gutachten.pdf,346583,131ecac8a233664f31aed74a4dd710e9200e942d54ad7389def6940b33731c65
00067-stellungnahme.pdf,352744,47ad20793bf27a4ca452d68b49f6f7bc4e8500252f36624e7ba65b4a603313bf
00068-rechnung.pdf,353574,a32766833fa19f373d6a0862046bec94cef7d2653ba91fa692092cf3fb9cbc2b
00069-niederschrift.pdf,349254,edae12a524fd873c7c78e3f31def6354064ae1db306027249f7822625dde2ddf
00070-uebersicht.pdf,356584,9357a7b053b8eb8df8619a55c9498a57277b383055f069276c586e8db8253dab
00071-rechnung.pdf,347592,d7f308213ed88a6ff6ca9593b3084ed359264462a269e96c409f345defcfd7dd
00072-vorlage.pdf,350788,d16f64dd395fa3fbde2b0d50d76082466e4982083165e78bc97a97c500056b2c
00073-satzung.pdf,346545,0ba88cbc7e1a88d919185674bcdcc8453477813337039fa26c150e3774d4cb3b
00074-beschluss.pdf,355904,a98082196c0b3255e5ba33d1771241d60f9a0d2dced249778268ccda801c50f4
00075-protokoll.pdf,345616,8ef58f85582e112d8741d716b6bdc4c7c42e9cf3c9e513e46cde8be9d4c746bf
00076-satzung.pdf,340937,14db568e39379bc54957852153a9ceafb521aa21c20b0471dc729b21dd51932e
00077-uebersicht.pdf,357233,b6526d79968b8c3db861adf90db37689dcf5170065a9490ca47eba853beedfbe
00078-anlage.pdf,344243,2bce14e146256519f7f3ead4710d3c3da3050507dc3c2ff7fed07b1238701aac
00079-bericht.pdf,346439,da46f0068d7e7ebcc016a62c586bc5037d4940db3f91928cf870b8b2821b305e
00080-vermerk.pdf,346322,485fcb45eff9a1cb2bc5c7513eed06cfc6acc4cf673c87bb6f6b31d612ddbf93
00081-protokoll.pdf,352747,9d9de5cb792a2eae42b2a8406439ba150ab964ca5f569cce311f3929bbf1959d
00082-vorlage.pdf,342607,b53f357020b917b9840a10a8e08ab1cc792b6b490dc4723fe762099c88d90344
00083-vorlage.pdf,350004,19f3bc2f297ebcbf88e0c28ef02bea04c59bef14d76e2c38557654584af542a9
00084-vergabe.pdf,354068,db53704dfb98b4958660553d9a93e128f898a5b6aefacbc55262713e0eeade13
00085-niederschrift.pdf,353182,35c78178c97f15276cbdad59ef923a584289184b9f2402cfd704209ddc44010c
00086-uebersicht.pdf,350529,a4191deaf5dca55d2615c54ceb5704aee0b871b478a5384acbfea94abd04ba36
00087-vergabe.pdf,357083,fed8fd3e9227f382a175d2aef037150b8853d8b00ff2b482660e37f9d4435a85
00088-vorlage.pdf,346483,c31a212ebb30ba9579ac02b8a93049b08207805fbdd7a10d48708420c55e85e4
00089-vorlage.pdf,349021,0b5a805451abebddd3f777c498112187383eb4883bbcae261d7719ab01b38ab7
00090-protokoll.pdf,352390,72009e6cdab0f2e7d58b23fdd10bf7e11a2f1e4cfbae45a318bcc0a66a203f2a
00091-ausschreibung.pdf,352633,308e842fa23bc8ef1258700c78e3c91fd2758d0f7cec9e48425a7d3af1abb19c
00092-stellungnahme.pdf,354399,ef8787d6f69625fa936828408159798d5263111c863f41f95ba62d1dbd9b4947
00093-uebersicht.pdf,353330,4b36a1478e2746bf2a1fc32ebf879ab6a106cbca72fa161bb740a2f4c520b516
00094-mitteilung.pdf,354085,332d817c4fb0781f679c2765ac0f3e7d2ee451a937de4cb6748c4816b21259d9
00095-mitteilung.pdf,352608,e1dc1eac5f2a01ec5c438f43a175c618480c9b23dd26ab5bc6db4c0d2a3f5b0c
00096-mitteilung.pdf,358274,73cc21ffb11ac9d80b3beaebcbe2e1f776a0d10cd4776862774fd7a36134b908
00097-satzung.pdf,343632,e5c17782333475db020136dfd056c02146e6468499bdef7eafedeb9b151c2d11
00098-rechnung.pdf,351182,e5e3e2d1b222edfb9a53fb75f2665c0bcb102ff83dd47ce35eea00acfc135802
00099-vorlage.pdf,353347,c13db22878a84f1e287837b60b959ca797293a7dfe9499e10ed1ad84812274b0
00100-bericht.pdf,1747973,166b7fb09f77401f5106c88862eb957bb5627e12d850b4dcdee1223dce29c7b7
00101-gutachten.pdf,447297,56a03e5084cd504af5f937464768642ac4b97b30ac2785e97caa9e279a35b46a
00102-mitteilung.pdf,447146,97393b1f9e15db7ea721a12368d0c67e21e5e32f990b1542782cfe064105566d
00103-vertrag.pdf,447306,b21f282817ebfc61ae380f3203443bb16a0b26e39226c1e35d9c7246c3e960f1
00104-bescheid.pdf,447402,bd70923373cf0051b035dd2c2bae8e11f2eba1bb6a9335336a5b2ca9b831b45b
00105-bericht.pdf,447143,df6ec9b99769e99f02f2eceb2871ecde24d9443c2fe1c5a65acb5f70b0eb0e8f
00106-vertrag.pdf,447176,126c47fd5037865c395f0e23634f4769481a3d0fdd16c08d381efc0429088844
00107-mitteilung.pdf,447464,e8289fd70f3b3927f85fe9f79e6af593035c618f5423512bd09da9962db3f6e7
00108-widerspruch.pdf,447264,e5c7b7036752b5a495bc88df46f3d098efcf7806ff211d4b9ab3ac8c930b9453
00109-aktenvermerk.pdf,447163,72d78474b7ca122501c95b03dccae05105d73017cb4942f3473241ea5f303f55
00110-vermerk.pdf,447174,341417ed41d5435ecea47dacf3bd4807b68ea3e9fa9c8fa1081cfec011448548
00111-stellungnahme.pdf,447127,b217dd58e06835096cafb7484aa842aed49c24474b5e16d364afbc491cc4e6e4
00112-vorlage.pdf,447220,43f2d41696f992e96bc94f0bd25412dd750c831ba462857c7f8f93b6b7e41d78
00113-vorlage.pdf,447109,965728a4ac5775e625589f9ce1a5263c5edea518763353e8ae70f6d506ae644b
00114-beschluss.pdf,447245,50e79b7987c00f21f617d060aa0fdda3a6a096d98b0c12d0bbcda9208c0d139a
00115-bericht.pdf,447189,7ce8fda345a9b4eee4101979d1e8cc2ee68247fe19fcacdbb8fb8cd3ee6c5178
00116-vergabe.pdf,447359,e24c011a09a508c0bfed9fef1bb9d72066f84852dae02062479d69291543edf7
00117-mitteilung.pdf,447095,af1a29ac7e82892f24692c8a897a8251724c3dec397a293b88b0c49acc1e6ada
00118-vorlage.pdf,447227,84e64970dd5579ed91bce2487fab26180685c1b109c698cb3dc7ccb8edb56ca4
